,Tweets,Subjectivity,Polarity,Analysis
1160,"First injection done, second dose in 3 weeks. COVID19ireland COVIDVaccination CovidVaccine ",0.16666666666666666,0.125,Positive
1161,"Science communication at its worst. 
Here is an example from The Age today: 

Sorry folks -… ",1.0,-0.75,Negative
1162,Feeling hopeful today.  Got my 2nd CovidVaccine We need to free up more vaccines to get shots in arms of not only… ,0.43333333333333335,0.3,Positive
1163,"Help us find a vaccine for Covid-19! Click the link in our bio for more information.

Meharrymedicalcollege… ",0.5,0.5,Positive
1164,"Clear and comprehensive piece cowritten by MCN's Chief Medical Officer, Dr. Laszlo Madaras. HealthJustice COVIDvaccine",0.19166666666666665,0.05000000000000001,Positive
1165,This👇is why everyone needs to MaskUp and have a plan to get the CovidVaccine COVID19 is no joke. ,0.0,0.0,Neutral
1166, I work for the company that ensures COVID-19 vaccines don't go bad. Your SMS Gateway is not allowing o… ,0.6666666666666666,-0.6999999999999998,Negative
1167,Get in line..to fight covid Covishield  COVID19 CovidVaccine MedTwitter ,0.0,0.0,Neutral
1168,Join us for a discussion of the latest data &amp; early lessons from CovidVaccine rollout in LongTermCare this Thurs.… ,0.6,0.3,Positive
1169,    You've had =months= to prepare the vaccination rollout. Why are over a mi… ,0.0,0.0,Neutral
1170,The COVIDVaccine in my own words  via ,1.0,0.6,Positive
1171,Proud to wear my CovidVaccine button! Hoping to encourage others to get the shot when their turn comes! … ,1.0,1.0,Positive
1172," Congratulations Regina. What a great day! A time we have all been waiting for. 🙏
CovidVaccine hope",0.75,1.0,Positive
1173,Trudeau uses taxpayer money to buy 80 million doses for 37 million people. I bet you the excess doses will be donat… ,0.0,0.0,Neutral
1174,Big Education Ape: THE TOP BANANA: TODAY'S EDUCATION HEADLINES REDFORED tbats REOPENSCHOOLSSAFELY COVIDVACCINE… ,0.3,0.25,Positive
1175,"Not that I don’t think Mary Trump has done some good, but uhhh nah. 
How about , Dr. Fauci &amp;… ",0.6000000000000001,0.7,Positive
1176,I'm proud to say I've had the Covid vaccine this evening! As student paramedics we've been really luck to have this… ,0.6,0.6,Positive
1177,CovidVaccine Is really suspicious though... I think im good with my masks and this quarantine vibes.,0.4,0.44999999999999996,Positive
1178,Prime Minister  to  : Greece part of a successful European effort to acquire vaccines… ,0.475,0.375,Positive
1179,"The dark side of Israel’s vaccine success story  via 
CovidVaccine",0.2,0.075,Positive
1180,Wore my lucky CovidVaccine shirt today. Happy to get my second dose. lessCOVID 0firstdosesideeffects… ,0.6111111111111112,0.37777777777777777,Positive
1181,Have you really had your COVIDVaccination CovidVaccine if you dont post a picture of your appointment card ?,0.2,0.2,Positive
1182,i miss people  just saying  Year2021  COVID19 coronavirus  CovidVaccine,0.0,0.0,Neutral
1183,I'm so glad we left the EU. BrexitBritain CovidVaccine publichealth ,0.5,0.25,Positive
1184,"Linked here, a more refined version of this thread. Bookmarkable. Shareable. A users' manual for Georgia… ",0.5,0.5,Positive
1185,"Arkansas is moving to a few categories in group 1-B including Higher Ed! Beginning Jan. 18.
CovidVaccine ",0.3,0.056249999999999994,Positive
1186,"Super, they need it. Now do those of us chronically ill immunocompromised who also share the COVID19 high risk grou… ",0.7355555555555555,-0.0022222222222222274,Negative
1187,Second Stimulus Check Update Tuesday JAN 12 |Nancy Pelosi DID It Again |...  via … ,0.0,0.0,Neutral
1188," Well said Congresswomen 

We will need Accountability for the DCRIOTS &amp; also the 2,700,000 infection… ",0.0,0.0,Neutral
1189,"Please contact the  Department of Health, or visit their website at  for informati… ",0.0,0.0,Neutral
1190,"The risk of getting infected with the coronavirus from animals is low according to the CDC.
..
covidvaccine… ",0.3,0.0,Neutral
1191,The Teensy Weensy Virus: Reviews are In!🌟 covid19 covidvaccine  -  ,0.0,0.0,Neutral
1192,CovidVaccine information from  ,0.0,0.0,Neutral
1193,This⬇️⬇️Trump TrumpIsACompleteFailure TrumpIsANationalSecurityThreat COVID19 CovidVaccine Covid_19 COVIDIOTS… ,0.0,0.0,Neutral
1194,New research suggests ’s COVIDvaccine can protect against a mutation found in more contagious variants that… ,0.4772727272727273,0.3181818181818182,Positive
1195,Our decision aid to help pregnant individuals decide whether or not they should get the CovidVaccine in pregnancy… ,0.5,0.3333333333333333,Positive
1196,"Interesting OpEd by  (via ): 

How Israel launched a world-leading COVID19Vaccination  campa… ",0.5,0.5,Positive
1197,Grateful to have just received my Covid-19 vaccine 💉 vaccine AstraZeneca COVIDVaccination COVID19 CovidVaccine… ,0.0,0.0,Neutral
1198,"Important info for those over 65 or those with pre-existing health conditions. 

COVID19 COVIDVaccination… ",1.0,0.4,Positive
1199,7.27pm queue for covid vaccine in zero degree centigrade..yet  claims no one is clamouring for a vacci… ,0.0,0.0,Neutral
1200,Educators and staff in the Davis School District began receiving the COVID-19 vaccine at a drive-thru clinic in Far… ,0.0,0.0,Neutral
1201,Not just for the sake of DissNorfolk or SouthNorfolk but for everyone. We need as many COVIDVaccination… ,0.5,0.5,Positive
1202,Big Education Ape: THE TOP BANANA: TODAY'S EDUCATION HEADLINES REDFORED tbats REOPENSCHOOLSSAFELY COVIDVACCINE… ,0.3,0.25,Positive
1203,    Anyone know why we can't get  CovidVaccine in Nassau Co? Going on 3 we… ,0.0,0.0,Neutral
1204,"Fantastic to hear that Sir David Attenborough has had the first dose of the CovidVaccine  

He follows the Great B… ",0.6611111111111111,0.4833333333333334,Positive
1205,Top armstrade story: : 'Burma Tatmadaw what is more important: planes to bomb civilians or COVID19… ,0.6666666666666666,0.4666666666666666,Positive
1206,Just received my first dose of the Moderna vaccine. AMA! CovidVaccine,0.3333333333333333,0.3125,Positive
1207,DPH announces 6 weekend drive-thru COVIDvaccine events will be happening at DMVs this month. This is for Phase 1A… ,0.0,0.0,Neutral
1208,"😡😡😡
COVID-19 Vaccination May Be Difficult to Avoid 
 

The purpose of the ""vaccines"" is NOT… ",1.0,-0.5,Negative
1209,"Dose 2! Also Dr. Nesbitt was there and called me “one of [her] people”!

getvaccinatedDC needatestgetatest… ",0.0,0.0,Neutral
1210,Scheduled for my first dose CovidVaccine this week. I legit teared up when I submitted my sign up 😭❤️,0.3333333333333333,0.25,Positive
1211,"Not antivaxx it's Prochoice eish ThumaMinaMediaGroup
Mabena not realising mRNA vaxx ke  poison. 

CovidVaccine… ",0.0,0.0,Neutral
1212,And just like that I’ve had the first vaccine dose! I feel absolutely fine.. my arm is a little tender around the i… ,0.4444444444444444,0.18055555555555558,Positive
1213,"Pharmacies are “integral parts of local communities”, the Department of Health and Social Care (DH) has said, as it… ",0.03333333333333333,0.016666666666666666,Positive
1214,Thank you  and  !  My Mom got her first _tx COVID-19 vaccine yesterday.  She is all smiles a… ,0.3333333333333333,0.25,Positive
1215,There's a trick to getting the most out of the new Georgia CovidVaccine locator tool. This is a quick how to.… ,0.48484848484848486,0.32323232323232326,Positive
1216,"Today’s dose of added confusion and fear for the public. 
I think I will write a book on this before the year is ou… ",0.06666666666666667,0.0,Neutral
1217,"I got mine! 😄 Thank you, _Group &amp; 
COVID CovidVaccine. ",0.0,0.0,Neutral
1218,_UK  says customers who refuse to wear a face mask will have their accou...  ,0.0,0.0,Neutral
1219,"I'd get my CovidVaccine at Fenway, any day ",0.0,0.0,Neutral
1220,"Re: Jan 11 COVID19BC Update
One thing is clear - we've underestimated the logistics of COVIDvaccine rollout. Let'… ",0.3833333333333333,0.10000000000000002,Positive
1221,Feeling privileged to have received the first dose of the CovidVaccine today thanks to  and import… ,0.26666666666666666,0.225,Positive
1222,"$HTBX 

Snapshot 
These plays trading at low valuation have all gone up huge 

Look for a CovidVaccine update here… ",0.6,0.20000000000000004,Positive
1223,Democrats are using the CovidVaccine against seniors.  They are withholding it from the most at risk groups.  Not… ,0.5,0.5,Positive
1224,"  Feel kinda sorry for you guys LOL
Hope next year you'll be back to fully satisfied customers! CovidVaccine",0.54,0.185,Positive
1225,Excellent science communication resource on how to talk about vaccines and combat misinformation about COVID-19:… ,1.0,1.0,Positive
1226,"$HTBX 

NEW GuruCall 
Post RS Bottom Bio - these have all run BIG 

10% SHOCovidVaccine play

Also has a… ",0.2772727272727273,0.06818181818181818,Positive
1227,Our tandoori naan pairs perfectly with any curry! comingsoon yum COVID19 COVID19Ontario coronavirus… ,1.0,1.0,Positive
1228,"Who is this imposter??
He looks a bit like Chris Whitty, same dead, soulless eyes, yet he's talking like a rational… ",0.2625,-0.1,Negative
1229,Learn how Moderna runs SAP Digital SupplyChain solutions to serialize and distribute potential COVID19 vaccine.… ,0.5,0.0,Neutral
1230,USA Health Coronavirus COVID19 CovidVaccine --&gt; Trump Administration Urges States To Open COVID-19 Vaccination… ,0.5,0.0,Neutral
1231,"I love . 

onpoli COVID19 COVID19Ontario CovidVaccine ",0.6,0.5,Positive
1232,"Are you struggling to lose weight? 

Are you stuck at a plateau?

This short video is for you.

Follow for future v… ",0.2125,0.0,Neutral
1233,So incredibly proud of  for talking about covidvaccine and vaccination efforts across chicago with… ,1.0,0.8,Positive
1234,"The CovidVaccine is here and we are rolling it out to those most at risk first. Right now, we still need to keep o… ",0.45634920634920634,0.3452380952380952,Positive
1235,"Important reminder not to vilify those who are hesitant about the CovidVaccine

Does not mean they are anti-vaccin… ",0.84375,0.278125,Positive
1236, Thank you for the lovely feedback! Great to hear that you have had your vaccine 💙 COVIDVaccine,0.75,0.7125,Positive
1237,Frontline workers are our priority for the CovidVaccine and this includes our _at_BDCFT their input has been k… ,0.0,0.0,Neutral
1238,Slow trickle of Moderna vaccine deliveries to persist in B.C. until at least end of February… ,0.4,-0.30000000000000004,Negative
1239,Telangana government studying how to cover entire populace TelanganaGovernment COVIDvaccine ,0.625,0.0,Neutral
1240,"Update: I feel...a slight tingle in my fingers. 

CovidVaccine ",0.16666666666666666,-0.16666666666666666,Negative
1241,"The movie ""I AM LEGEND"" took place in 2021 and the reason there was an zombie outbreak was because of an failed vaccine. 👀  CovidVaccine",0.3,-0.5,Negative
1242,"I did it because I don't want to see one more person that I love die from COVID19 ... 
VaccinesWork… ",0.55,0.5,Positive
1243,"10 billions bottles of CocaCola per month..
but not 5 billions CovidVaccine.

The Humankind.",0.0,0.0,Neutral
1244,The team at Shamrock Lodge wish to acknowledge &amp; thank our very hard working front line staff in these difficult &amp;… ,0.8520833333333333,-0.4395833333333333,Negative
1245,they'r getting afraid covid19 COVID19Ontario onpoli cdnpoli coronavirus covid CovidVaccine ,0.9,-0.6,Negative
1246,1st dose CovidVaccine ✅ ,0.0,0.0,Neutral
1247,"Seriously, how hard would it be to just say, “As soon as we get vaccine, we are ready to distribute it”.… ",0.5694444444444444,-0.14166666666666666,Negative
1248,How will you actually know when it’s your turn to get the COVIDVaccine?  ,0.1,0.0,Neutral
1249,How soon will all Washingtonians over 65 be eligible for the COVIDvaccine? ,0.0,0.0,Neutral
1250,"While BC is temporarily out of the CovidVaccine as of today, a new shipment of the Pfizer and Moderna is expected… ",0.45454545454545453,0.13636363636363635,Positive
1251,"Sustainability has never been easier! 

gardening SouthAfrica Covid19SA Checkpoint dlozilam CovidVaccine… ",0.0,0.0,Neutral
1252,"Even after the development of COVIDVaccination, to understand its importance &amp; need, open &amp; clear science… ",0.44166666666666665,0.05000000000000001,Positive
1253,"Better days are ahead. Get your shot and keep that mask up! 

CovidVaccine pedsIR IRad radres 
… ",0.5,0.625,Positive
1254," The urgent care centers  COVIDvaccine system is a DISASTER.centers aren't answering phones,voicem… ",0.0,0.0,Neutral
1255,"Interesting, interesting...

COVIDVaccination 2nddose COVID19 CovidVaccine ",0.5,0.5,Positive
1256,Why no CovidVaccine in Nassau?         ,0.0,0.0,Neutral
1257,"Gov.  to those who are hesitant to get the CovidVaccine: ""Everything we've seen so far has been very… ",1.0,0.1,Positive
1258,"Well, this is awkward James. I'm sure you'll be holding your hands up &amp; issuing a mea culpa anytime now....… ",0.9444444444444444,-0.04999999999999999,Negative
1259,"Quick question. If Covid was around this time last year and we lived ok in Dec 18, Jan and Feb 19... why do we have… ",0.35555555555555557,0.27777777777777773,Positive
1260,  And so many smiling during a lockdown during a FRAKING DomesticTerrorists attack. Seems od… ,0.5,0.5,Positive
1261,Learn the facts about the COVIDVaccine. Stay informed. ,0.0,0.0,Neutral
1262,Ontario is in its second State of Emergency as we approach the year anniversary of the first. The Federal governmen… ,0.16666666666666666,0.125,Positive
1263,"Questions for  

How can we get involved in the work of the NHSRaceObservatory? 

How can we engage our… ",0.0,0.0,Neutral
1264,Second dose COVID_19vaccination done! What you can’t see in this picture is my big smile under the mask! rn… ,0.06666666666666667,0.125,Positive
1265,"That song..""Fools Rush In""
USA CovidVaccine  Texas Americans 
USA: Locals line up as 'mega' COVID19 vaccinatio… ",0.0,0.0,Neutral
1266,"""I had so much gratitude for the mountains of work that went into it. I thought about it before, I thought about it… ",0.2,0.2,Positive
1267,The number of people we're able to vaccinate depends on the COVIDvaccine supply &amp; number of vaccinators available.… ,0.625,0.5,Positive
1268, You said in an interview with on Sky News (link here  at 09:45) there won't be… ,0.0,0.0,Neutral
1269,"Story idea. Will businesses use ""Covid vaccinated service personnel"" as a selling point in the future? … ",0.125,0.0,Neutral
1270,"Hard to watch, but necessary MaskUp CovidVaccine MasksSaveLives VaccinesWork ",0.7708333333333333,-0.14583333333333334,Negative
1271,The nurses and medical staff are on standby and require you stay 15 min for observation. In the event you have a re… ,0.0,0.0,Neutral
1272,"And, since we're rocking the vaccine thread (and since knowledge is power),  I'll keep you all up to date on my… ",0.0,0.0,Neutral
1273,"Admittedly, apparent differences not huge (see below for $NVAX- $MRNA comparison).

Numbers, however, do not reflec… ",0.625,-0.07500000000000001,Negative
1274,"Surprisingly India is 2nd after EU
Covishield Covaxin CovidVaccine CoronaVaccine vaccinations ",0.25,0.35,Positive
1275,"May All Be From Disease 💐

vaccinations CovidVaccine ",0.0,0.0,Neutral
1276,No respect for others .. Wonder if they all jumped the line for CovidVaccine ,0.0,0.0,Neutral
1277,"Attention fellow New Yorkers 👇

NewYork CovidVaccine ",0.45454545454545453,0.13636363636363635,Positive
1278,"At the end of 2020 the covidvaccine rollout began

We all have questions about the vaccine and want to know when w… ",0.0,0.0,Neutral
1279,"Calling frontline health care workers and other folks who've already been vaccinated! 

Part of developing better… ",0.375,-0.15625,Negative
1280,US is now recommending vaccine eligibility be simplified to ages 65+ -&gt; to SPEED UP rollout.  Why isn't Canada do… ,0.0,0.0,Neutral
1281,I don't think that I have been this excited to get a shot CovidVaccine waitingisthehardestpart ,0.75,0.375,Positive
1282,"The CovidVaccine has reached Lucknow, Uttar Pradesh 

Now opposition will cry 😭 that Modi is using private airline… ",0.375,0.0,Neutral
1283,"The Premier said, yet again, ""I'm going to come down on them (big box stores) like an 800 pound Gorilla.""

Where wa… ",0.19444444444444448,-0.07777777777777779,Negative
1284,So happy 2 Covidvaccine is done!! So thankful for the scientists &amp; researchers who made the vaccine!  Got my… ,1.0,1.0,Positive
1285,2/ One can but wonder how many other members of Biden's administration and Congress will get their second dose on a… ,0.2916666666666667,0.125,Positive
1286,"Predictably,  got the second dose of the CovidVaccine even as his administration plans for the rest of us… ",0.25,-0.1,Negative
1287,Calling all multilingual patient &amp; HCP experience pros! Join the  COVID-19 Contact Center and be part… ,0.1,-0.1,Negative
1288,"Side effect of CovidVaccine:
You always remember how to properly exit Vim ",0.1,0.0,Neutral
1289,"THE BULLSHIT METER GOES UP AGAIN , TRYING TO FORCE THE CovidVaccine DOWN OUR THROATS !    YES MAYBE IT MIGHT EVEN… ",0.2888888888888889,-0.19444444444444448,Negative
1290,In honor of all the veterinary professionals and animal care specialists getting their vaccine so we can go back to… ,0.0,0.0,Neutral
1291," Of NY city will run out if the city uses all the CovidVaccine  they have (which they should use asap).

Do Ne… ",0.0,0.0,Neutral
1292,"He tried to eat the sticker.

CovidVaccine ",0.0,0.0,Neutral
1293,"A glimmer of Hope. Coronavirus Will Resemble the Common Cold, Scientists Predict. CovidVaccine COVID19 ",0.75,-0.44999999999999996,Negative
1294,"This is war. An unvisible war. 
I suspect a lot of PTSD etc amid and post covid  - should NoT be taken lightly tha… ",0.7,0.4,Positive
1295,"Is this how you do a vaccination sticker selfie? 

CovidVaccine ",0.0,0.0,Neutral
1296,CovidVaccine More red flags for Chinese Sinovac's Coronovac.  The São Paulo-based Butantan Institute – which is ru… ,0.16666666666666666,0.16666666666666666,Positive
1297,Hell yes! CovidVaccine ,0.0,0.0,Neutral
1298,Can we discuss why based on the current  guidelines solidwaste and sanitation workers are not explicitly c… ,0.4,0.0,Neutral
1299,"  I'm against Lockdown, period. It'd be better if the Government spent heavily to *shield… ",0.3666666666666667,0.06666666666666667,Positive
1300,"I have found 2021's Theme song.

COVID19 COVID20 CovidVaccine Corona coronavirus ",0.0,0.0,Neutral
1301," CHINESE VIETNAMESE ARABIC, too?

’s large Asian/MiddleEastrn community also deserves EQUAL… ",0.21428571428571427,0.10714285714285714,Positive
1302,"Timothy Ford quoted in  article, ""Can employers require that workers take the coronavirus va… ",0.0,0.0,Neutral
1303,"It's time to feelings Happy for the Covishield CovidVaccine in Bhubaneswar 
 _Odisha ",1.0,0.8,Positive
1304, talking at the BAMEPCLeeds network meeting about the real issue of poor uptake of the CovidVaccine in so… ,0.45,-0.1,Negative
1305,"As ID Care APN Sally Deeney receives her first dose of the COVID-19 vaccine, we can’t think of a better t-shirt for… ",0.41666666666666663,0.375,Positive
1306,So it`s NOT the first time they do this. BLOW stuff way out of Proportion. Canada Quebec quebeccurfew… ,0.3333333333333333,0.25,Positive
1307,"I'd be very happy to do lockdown there. 
Bed, Loo &amp; Deliveroo. lockdown CovidVaccine ",1.0,1.0,Positive
1308,In case you missed it… Dr. Anthony Fauci and Dr. Kizzmekia Corbett lead a host of top medical professionals as they… ,0.25,0.25,Positive
1309,"So I did a thing today. It's a little thing but a very important thing! Today, I joined thousands of Americans &amp; re… ",0.75,0.23125,Positive
1310,Got my first dose! CovidVaccine ,0.3333333333333333,0.3125,Positive
1311,"For those administering COVID19 vaccine, a great tool from  here to find the correct CPT code:… ",0.75,0.8,Positive
1312,"COVID-19 vaccines should be shared much more equitably, in solidarity, around the world  via… ",0.5,0.5,Positive
1313,Been here in this tent two hours so far waiting for CovidVaccine. I’m concerned this isn’t safe/compliant- having… ,1.0,0.1,Positive
1314,[ICYMI] It's no secret I think that vaccine approvals are a huge issue in vaccine nationalism and equitable access.… ,0.8,0.30000000000000004,Positive
1315,Parents just got their call for the vaccine! My mother called me in pure jubilation 😊. CovidVaccine,0.5,0.21428571428571427,Positive
1316,"New episode on vaccine hesitancy in the time of COVID!

publichealth covidvaccine globalhealth ",0.45454545454545453,0.17045454545454544,Positive
1317,Just booked my CovidVaccine for Thursday 👍🏼,0.0,0.0,Neutral
1318,"""BGS members are caring for those who are at greatest risk of COVID19 and are at increased risk themselves as a re… ",1.0,1.0,Positive
1319,"_Heart I'm waiting to hear back from the CDC about dosage of vaccine. If ""adult"" is size of typical 13 year ol… ",0.26666666666666666,-0.022222222222222216,Negative
1320,"This, I am sure, goes on far more than we know, &amp; my hope is w investigative journalists looking into the scope &amp;… ",0.7962962962962963,0.3666666666666667,Positive
1321, Is a 11% reaction CovidVaccine rate really worth it when the COVID19 survival rate is 97-99.75%?,0.1,0.3,Positive
1322,"Perhaps the Irish GPNs could avail of Cross Border Healthcare Directive &amp; head to N.I for covidvaccine!!😜
We're… ",0.0,0.0,Neutral
1323,"With the aid of CVS Omnicare, MARC was able to begin vaccinating staff. We're happy to take the next step in this w… ",0.5416666666666666,0.43333333333333335,Positive
1324,Thanks to  for an excellent summary of state by state implementation of CovidVaccine roll out. A handy chart s… ,0.7000000000000001,0.6,Positive
1325,Thank you  for helping to keep your staff safe. CovidVaccine ,0.5,0.5,Positive
1326,"I work in an ER and got my second CovidVaccine yesterday. My arm is sore, I'm a bit tired, and my throat is scratc… ",0.35,-0.2,Negative
1327, The  are fucking liars.  is a liar who sat in front of a committee denyin… ,0.8,-0.6,Negative
1328,How Canada is doing internationally 11-01-2021 CovidVaccine ,0.0,0.0,Neutral
1329,"Doses administered per capita in Canada, Ontario is in the middle of the pack, BC, Alberta and QC on top among the… ",0.25,0.25,Positive
1330,"Supply of vaccine is getting very low with 4 days worth of supply or less in Alberta, BC and Quebec. Those province… ",0.18555555555555556,0.044444444444444446,Positive
1331,2nd biggest day of vaccination in Canada with over 39K CovidVaccine ,0.0,0.0,Neutral
1332, How Much efficient should a Vaccine be? How much efficient are the top ones? Check out the answer to thi… ,0.3,0.3,Positive
1333,"And just ""coincidentally"" the day after Biden's team said they were making an announcement Thursday regarding their… ",0.0,0.0,Neutral
1334,Why can’t the red tape go just this once. I do want to offer my 30yrs nursing to help but the application process i… ,0.0,0.0,Neutral
1335,India's CovidVaccine Trial Participants Claim They Were Misled ,0.0,0.0,Neutral
1336,Today I received my last dose of the COVIDVaccine.  The two jabs represent the two middle fingers I raise: one to… ,0.03333333333333333,0.0,Neutral
1337,"Via Dr John Campbell 
COVID19 coronavirus CovidVaccine COVIDVaccination CovidUK ",0.0,0.0,Neutral
1338,the VA testing site in Westwood is now closed and starting FRI 1/15/21 the dodgerstadium site will be converted to… ,0.1,-0.05,Negative
1339,The  are liars. They are a danger to this country. COVID19 CovidVaccine ,0.0,0.0,Neutral
1340,"It’s clear from  and  conference today, it is not about the ability to vaccinate. The rate limiting s… ",0.3833333333333333,0.10000000000000002,Positive
1341,"Nurses, Physicians and Allied health rely on you to stayhome COVID19 CovidVaccine weneedyourehlp ontario",0.0,0.0,Neutral
1342,Well done 👏 👏 Niamh my old buddy in the Déise! COVIDVaccination CovidVaccine ,0.2,0.125,Positive
1343, The Indian vaccine should be taken by cabinet ministers first. This way they will build the trust of ever… ,0.3333333333333333,0.25,Positive
1344,Had my first dose of the COVIDVaccine.  Thank you _NHS ,0.3333333333333333,0.25,Positive
1345,I hope everyone getting the vaccine keeps posting it to their social media accounts. It's the most uplifting thing… ,0.2833333333333333,0.26666666666666666,Positive
1346,"One down, one to go 💉 Really grateful to  for including Pathology as frontline workers. Big thanks to the… ",0.19722222222222224,0.06111111111111111,Positive
1347,What a fantastic achievement for our NHS and British science! CovidVaccine ,0.45,0.2,Positive
1348,My first lateral flow test at school! lateralflow CovidTesting CovidVaccine COVID19 coronavirus… ,0.3333333333333333,0.3125,Positive
1349,How Canada is building the capacity to make its own vaccines for COVID-19 and other viruses | CBC News… ,0.6875,0.2375,Positive
1350,"Ligimol Varghese, our Assistant Director of Nursing in St Mary's Hospital having her Covidvaccine earlier today… ",0.5,0.0,Neutral
1351,"THIS IS WHAT TRUMP AND CRONIES SAID, RIGHT BEFORE THE INSURRECTION AND 5 PEOPLE DIED. JoshHawleyIsALiar Big Lie Mu… ",0.31785714285714284,0.14285714285714285,Positive
1352,Why should I trust the CoronavirusVaccine when it was developed so fast? A doctor answers that and other reader qu… ,0.425,0.05833333333333335,Positive
1353,Provision of CovidVaccine for healthcare professionals is being determined locally and this has led to uneven acce… ,0.1,-0.1,Negative
1354,Why should I trust the CoronavirusVaccine when it was developed so fast? A doctor answers that and other reader qu… ,0.425,0.05833333333333335,Positive
1355,A Simple Breakdown of the Ingredients in the COVID Vaccines  simple breakdown ingredients… ,0.35714285714285715,0.0,Neutral
1356,Crucial he be protected at all cost! DavidAttenborough CovidVaccine  ,1.0,0.0,Neutral
1357,Just had my CovidVaccine at ! Impeccably well organised effort - led by volunteers - and jab itsel… ,0.75,0.75,Positive
1358,"This ⬇️ NB
CovidVaccine LeaveNoOneBehind ",0.0,0.0,Neutral
1359,Jason Kenney on Danielle Smith today saying he will *not* allow the public to hear directly from his Vaccine Task F… ,0.23333333333333334,0.05,Positive
1360,When you’re a frontline medical provider who got fully COVID19 vaccinated and you run into a somewhat higher risk… ,0.25,0.125,Positive
1361,Residents lining up to receive COVID19 vaccine - Rockland Tuesday received a disappointing 200 dose resupply fro… ,0.7,-0.6,Negative
1362,"Apparently my most commonly-used line in live teaching is “hang on, just give me a minute”..... Must do better!… ",0.5,0.3181818181818182,Positive
1363,"Traitor  chooses a Racist Black women 
 for DOJ Civil Rights -  who wrote in 1994… ",0.43333333333333335,-0.16666666666666666,Negative
1364,"This ⬇️ NB 
CovidVaccine LeaveNoOneBehind
 ",0.0,0.0,Neutral
1365,"How is this possible?

Steve Biko hospital was and still full to capacity with other patients sleeping outside in t… ",0.49375,0.056249999999999994,Positive
1366,"Shop workers may be categorised as key workers when it comes to distributing the Covid vaccine, as the U.K. Governm… ",1.0,0.0,Neutral
1367, how come Canada is so far behind in getting the CovidVaccine  it's one thing to procure the vaccin… ,0.85,-0.15000000000000002,Negative
1368,Best news in a while! My 90+ year old uncle and aunt in FL received the first dose of the CovidVaccine (Pfizer-Bio… ,0.27777777777777773,0.45,Positive
1369,The process of how a vaccine is developed is of interest to many these days. Our latest blog post talks about this… ,0.5666666666666668,0.3666666666666667,Positive
1370,Salad Health Centers able to vaccinate 1200 people per day. Just depends on vaccine supply. Map of centers where… ,0.625,0.5,Positive
1371,Temple's Dr. Delana Wardlaw () met with  to share her CovidVaccine experience and encour… ,0.0,0.0,Neutral
1372,"I donated in PMcare fund from my hard earned money. 

Will I get the CovidVaccine for free?

If I am not wrong th… ",0.7472222222222222,0.11944444444444445,Positive
1373,Just received 2nd COVID19 vaccine dose. Please talk 2 ur doctor 2 create a plan 4 yourself. The CovidVaccine i… ,0.0,0.0,Neutral
1374,I am not scared of covid. I am however terrified of these regulations and things yet to come. whenwillthisend… ,0.0,0.0,Neutral
1375,Mexico &amp; Beyond: The Return of Barbarism | COVID19Pandemic MedicalScience CovidVaccine ScienceDenial… ,0.0,0.0,Neutral
1376,Pfizer could withdraw vaccine supply from Quebec if two-dose schedule not followed: Legault  ,0.0,0.0,Neutral
1377,"CovidVaccine dose1 ✅ 
Thank you to everyone who made it possible  joemvacuno 💪🏻",1.0,0.0,Neutral
1378,"didyouknow Capsules are made up of two types vegetarian and non vegetarian.
capsules doctors DoctorWho Medical… ",0.0,0.0,Neutral
1379,"Guys stop spreading fake news regarding CovidVaccine, normalize searching the net for the information before you s… ",0.5,-0.25,Negative
1380," able to vaccinate up to 35,000 Coloradoans per week CovidVaccine. Go to link for more info on how to ge… ",0.5625,0.5,Positive
1381,"_RD staff are starting to have their COVID19 vaccinations! 💙💉
Looking forward to a world where we can offer… ",0.1,0.0,Neutral
1382,"Food for thought: distributing CovidVaccine by age group helps speed up distribution, makes tracking easier and br… ",0.0,0.0,Neutral
1383,Government secures another 20M COVID-19 vaccine doses from Pfizer | CBC News  COVIDCanada… ,0.0,0.0,Neutral
1384,This is encouraging news — I've been calling for the State of Florida to take a more centralized leadership role in… ,0.5,0.5,Positive
1385,"      

50+ emails from GP’s complaining of… ",0.0,0.0,Neutral
1386,Via _hart: another obvious indication that Florida is doing it right! CovidVaccine ,0.5178571428571428,0.17857142857142855,Positive
1387,COVID-19: Ottawa secures another 20m doses of Pfizer vaccine  COVIDCanada COVID19Canada… ,0.0,0.0,Neutral
1388,Got my COVID vaccination today. Bit sore when I lift my arm but otherwise fine. No side effects. I got the Pfizer o… ,0.5,0.4166666666666667,Positive
1389,"The family that gets the CovidVaccine together, stays together!   sicklecell primary care expert… ",0.5,0.4,Positive
1390,More Casualties Reported Among Healthcare Workers from Dangerously Rushed &amp; Untested COVID-19 Vaccines… ,0.7,-0.04999999999999999,Negative
1391,  Maybe  can do some trials in Alberta and at the same time innoculate particip… ,0.125,0.0,Neutral
1392,"The first consignment of COVIDVaccine for Telangana, Serum Institute of India’s Covishield arrived in Hyderabad… ",0.3333333333333333,0.25,Positive
1393,"Latest Information I have about COVIDvaccine:

Guilford County wishes to thank the community for their patience wh… ",0.9,0.5,Positive
1394,Day after shot reaction: intramuscular injections make your arm hurt. Every time. Expect it. CovidVaccine,0.0,0.0,Neutral
